hominum,rdnumber,CaseNumber,Date2,year,trac2000,location,locatinr,LocationDescription,ArrestD,DomesticD,gridid,X_MetCent,Y_MetCent,All_Inside,YearFive,Population
93100649,X463929, ,,1993,661000,1101,1, ,1,0,20409,353190.973255,565822.757678,1,1990 to 1994,2783726.0
93100650,X464669, ,,1993,420600,2400,7, ,0,0,23948,359790.973255,568072.757678,1,1990 to 1994,2783726.0
93100652,X465215, ,,1993,240900,1304,10, ,1,0,46031,351990.973255,582322.757678,1,1990 to 1994,2783726.0
93100653,X466170, ,,1993,251100,1112,3, ,0,0,44374,348090.973255,581272.757678,1,1990 to 1994,2783726.0
93100654,X466175, ,,1993,460700,2800,10, ,1,0,16062,365190.973255,562972.757678,1,1990 to 1994,2783726.0
93100655,X466864, ,,1993,690800,2303,4, ,0,0,19992,360540.973255,565522.757678,1,1990 to 1994,2783726.0
93100656,X466948, ,,1993,730500,2400,7, ,0,0,12283,357540.973255,560572.757678,1,1990 to 1994,2783726.0
93100657,X467047, ,,1993,691500,2200,9, ,0,0,19297,361140.973255,565072.757678,1,1990 to 1994,2783726.0
93100658,X466657, ,,1993,460900,2303,4, ,1,0,15593,364740.973255,562672.757678,1,1990 to 1994,2783726.0
93100659,X468031, ,,1993,301300,1511,2, ,0,0,34388,353040.973255,574822.757678,1,1990 to 1994,2783726.0
93100660,X467508, ,,1993,70800,1101,1, ,1,1,48616,355290.973255,583972.757678,1,1990 to 1994,2783726.0
93100661,X469883, ,,1993,260700,2400,7, ,1,0,39963,350490.973255,578422.757678,1,1990 to 1994,2783726.0
93100662,X469989, ,,1993,230500,2200,9, ,1,0,46017,349890.973255,582322.757678,1,1990 to 1994,2783726.0
93100663,X470048, ,,1993,284000,1416,6, ,0,0,38596,355140.973255,577522.757678,1,1990 to 1994,2783726.0
93100664,X470309, ,,1993,431300,2302,4, ,1,0,19784,364290.973255,565372.757678,1,1990 to 1994,2783726.0
93100665,X472001, ,,1993,160200,1101,1, ,1,0,55335,349590.973255,588322.757678,1,1990 to 1994,2783726.0
93100666,X472070, ,,1993,300100,2200,9, ,0,0,36485,353040.973255,576172.757678,1,1990 to 1994,2783726.0
93100667,X472152, ,,1993,243200,2400,7, ,0,0,42323,354990.973255,579922.757678,1,1990 to 1994,2783726.0
93100668,X473139, ,,1993,612100,2303,4, ,1,0,26492,356940.973255,569722.757678,1,1990 to 1994,2783726.0
93100669,X473216, ,,1993,461000,2100,9, ,0,0,15133,365640.973255,562372.757678,1,1990 to 1994,2783726.0
93100670,X473398, ,,1993,630400,2100,9, ,1,0,26929,352590.973255,570022.757678,1,1990 to 1994,2783726.0
93100671,X475170, ,,1993,710200,2100,9, ,0,0,19267,356640.973255,565072.757678,1,1990 to 1994,2783726.0
93100672,X476517, ,,1993,431100,2200,9, ,0,0,19074,362640.973255,564922.757678,1,1990 to 1994,2783726.0
93100673,X478307, ,,1993,150300,2100,9, ,1,0,53925,347790.973255,587422.757678,1,1990 to 1994,2783726.0
93100674,X481224, ,,1993,271800,2300,9, ,1,0,39278,352590.973255,577972.757678,1,1990 to 1994,2783726.0
93100675,X482035, ,,1993,220600,1106,3, ,1,0,48826,351840.973255,584122.757678,1,1990 to 1994,2783726.0
93100676,X435047, ,,1993,620100,1120,2, ,0,0,27155,351540.973255,570172.757678,1,1990 to 1994,2783726.0
93100677,X482159, ,,1993,252000,2100,9, ,1,0,40869,346590.973255,579022.757678,1,1990 to 1994,2783726.0
93100678,X482487, ,,1993,330300,1508,3, ,0,0,35590,358590.973255,575572.757678,1,1990 to 1994,2783726.0
93100679,X482603, ,,1993,691500,1313,6, ,1,0,18829,360840.973255,564772.757678,1,1990 to 1994,2783726.0
93100680,X482573, ,,1993,691100,1101,1, ,1,1,20909,358290.973255,566122.757678,1,1990 to 1994,2783726.0
93100681,X480380, ,,1993,480300,2400,7, ,0,0,14877,362190.973255,562222.757678,1,1990 to 1994,2783726.0
93100682,X485331, ,,1993,241500,1202,5, ,1,0,46052,355140.973255,582322.757678,1,1990 to 1994,2783726.0
93100683,X486321, ,,1993,540100,3002,4, ,1,0,2291,361590.973255,554122.757678,1,1990 to 1994,2783726.0
93100684,X489066, ,,1993,530500,1107,1, ,0,0,5534,358740.973255,556222.757678,1,1990 to 1994,2783726.0
93100685,X489734, ,,1993,530500,2200,9, ,0,0,6002,359040.973255,556522.757678,1,1990 to 1994,2783726.0
93100686,X490896, ,,1993,290900,2800,10, ,0,0,37400,350490.973255,576772.757678,1,1990 to 1994,2783726.0
93100687,X492236, ,,1993,691200,2100,9, ,1,0,18579,358290.973255,564622.757678,1,1990 to 1994,2783726.0
93100688,X491703, ,,1993,283900,1400,11, ,0,0,38136,356040.973255,577222.757678,1,1990 to 1994,2783726.0
93100689,X458554, ,,1993,230900,1101,1, ,1,0,44865,351840.973255,581572.757678,1,1990 to 1994,2783726.0
93100690,X494007, ,,1993,380400,2400,7, ,1,0,30468,359190.973255,572272.757678,1,1990 to 1994,2783726.0
93100691,X495615, ,,1993,730400,2700,10, ,0,0,13447,357390.973255,561322.757678,1,1990 to 1994,2783726.0
93100692,X495773, ,,1993,231600,2302,4, ,0,0,43233,351690.973255,580522.757678,1,1990 to 1994,2783726.0
93100693,X496943, ,,1993,284100,2100,9, ,0,0,38592,354540.973255,577522.757678,1,1990 to 1994,2783726.0
93100694,X497545, ,,1993,32100,2100,9, ,1,0,54216,356490.973255,587572.757678,1,1990 to 1994,2783726.0
93100695,X472905, ,,1993,250100,2400,7, ,1,0,46244,348990.973255,582472.757678,1,1990 to 1994,2783726.0
93100696,X499505, ,,1993,220500,2100,9, ,1,0,48827,351990.973255,584122.757678,1,1990 to 1994,2783726.0
93100697,X499594, ,,1993,240200,2400,7, ,0,0,46285,355140.973255,582472.757678,1,1990 to 1994,2783726.0
93100698,X499985, ,,1993,460500,1308,6, ,1,0,18843,362940.973255,564772.757678,1,1990 to 1994,2783726.0
93100699,X501086, ,,1993,191000,2302,4, ,1,0,48108,348990.973255,583672.757678,1,1990 to 1994,2783726.0
93100700,X504782, ,,1993,260600,2303,4, ,1,0,40657,349740.973255,578872.757678,1,1990 to 1994,2783726.0
93100701,X504256, ,,1993,710800,2100,9, ,1,0,18103,356790.973255,564322.757678,1,1990 to 1994,2783726.0
93100702,X506756, ,,1993,730500,1107,1, ,1,1,13218,357990.973255,561172.757678,1,1990 to 1994,2783726.0
93100703,X506953, ,,1993,310600,2100,9, ,0,0,36969,355740.973255,576472.757678,1,1990 to 1994,2783726.0
93100704,X506880, ,,1993,240900,2400,7, ,1,0,46033,352290.973255,582322.757678,1,1990 to 1994,2783726.0
93100705,X509163, ,,1993,230600,2100,9, ,0,0,45085,349890.973255,581722.757678,1,1990 to 1994,2783726.0
93100706,X509306, ,,1993,730100,2100,9, ,1,0,14384,358140.973255,561922.757678,1,1990 to 1994,2783726.0
93100707,X509824, ,,1993,470100,1101,1, ,1,0,14405,361290.973255,561922.757678,1,1990 to 1994,2783726.0
93100709,X493771, ,,1993,580800,1101,1, ,1,0,28568,353790.973255,571072.757678,1,1990 to 1994,2783726.0
93100843,X502251, ,,1993,540100,2800,10, ,0,0,6010,360240.973255,556522.757678,1,1990 to 1994,2783726.0
93100851,Y051306, ,,1993,671200,1107,1, ,1,0,22755,355590.973255,567322.757678,1,1990 to 1994,2783726.0
93100853,X552814, ,,1993,190300,1304,6, ,1,0,50192,347040.973255,585022.757678,1,1990 to 1994,2783726.0
93110651,X517911, ,,1993,611800,2400,7, ,0,0,26481,355290.973255,569722.757678,1,1990 to 1994,2783726.0
93110708,X509897, ,,1993,351100,1506,3, ,0,0,32103,359790.973255,573322.757678,1,1990 to 1994,2783726.0
93110710,X510361, ,,1993,10600,2100,9, ,1,0,62128,354990.973255,592672.757678,1,1990 to 1994,2783726.0
93110711,X510832, ,,1993,260600,1307,6, ,1,0,40892,350040.973255,579022.757678,1,1990 to 1994,2783726.0
93110712,X511712, ,,1993,580500,2100,9, ,0,0,29956,352290.973255,571972.757678,1,1990 to 1994,2783726.0
93110713,X513071, ,,1993,431300,2200,9, ,0,0,19319,364440.973255,565072.757678,1,1990 to 1994,2783726.0
93110714,X512953, ,,1993,222400,1107,1, ,0,1,46735,352740.973255,582772.757678,1,1990 to 1994,2783726.0
93110715,X513034, ,,1993,231500,2100,9, ,1,0,42994,350790.973255,580372.757678,1,1990 to 1994,2783726.0
93110716,X513091, ,,1993,270300,2300,9, ,1,0,42068,351690.973255,579772.757678,1,1990 to 1994,2783726.0
93110717,X512008, ,,1993,381200,2400,7, ,0,0,28374,359640.973255,570922.757678,1,1990 to 1994,2783726.0
93110718,X514455, ,,1993,10900,2303,4, ,0,0,61429,354990.973255,592222.757678,1,1990 to 1994,2783726.0
93110719,X518230, ,,1993,231500,2100,9, ,0,0,42060,350490.973255,579772.757678,1,1990 to 1994,2783726.0
93110720,X518316, ,,1993,671100,1101,1, ,1,1,23223,355890.973255,567622.757678,1,1990 to 1994,2783726.0
93110721,X518897, ,,1993,250300,2100,9, ,1,0,46233,347340.973255,582472.757678,1,1990 to 1994,2783726.0
93110722,X519377, ,,1993,200500,2100,9, ,0,0,46951,350190.973255,582922.757678,1,1990 to 1994,2783726.0
93110723,X520439, ,,1993,420700,1107,1, ,0,1,22783,359790.973255,567322.757678,1,1990 to 1994,2783726.0
93110724,X520987, ,,1993,460300,2100,9, ,0,0,17225,364890.973255,563722.757678,1,1990 to 1994,2783726.0
93110725,X521776, ,,1993,250400,1101,1, ,1,1,46228,346590.973255,582472.757678,1,1990 to 1994,2783726.0
93110726,X522659, ,,1993,670200,2100,9, ,1,0,26018,355740.973255,569422.757678,1,1990 to 1994,2783726.0
93110727,X522686, ,,1993,291200,2100,9, ,0,0,37174,351540.973255,576622.757678,1,1990 to 1994,2783726.0
93110728,X522830, ,,1993,680900,2301,10, ,1,0,22774,358440.973255,567322.757678,1,1990 to 1994,2783726.0
93110729,X522830, ,,1993,680900,2301,10, ,1,0,22774,358440.973255,567322.757678,1,1990 to 1994,2783726.0
93110730,X522830, ,,1993,680900,2301,10, ,1,0,22774,358440.973255,567322.757678,1,1990 to 1994,2783726.0
93110731,X522830, ,,1993,680900,2301,10, ,1,0,22774,358440.973255,567322.757678,1,1990 to 1994,2783726.0
93110732,X523255, ,,1993,242600,2400,7, ,1,0,44408,353190.973255,581272.757678,1,1990 to 1994,2783726.0
93110733,X524012, ,,1993,600500,2200,9, ,1,0,33714,356790.973255,574372.757678,1,1990 to 1994,2783726.0
93110734,X523975, ,,1993,280800,2400,7, ,1,0,40683,353640.973255,578872.757678,1,1990 to 1994,2783726.0
93110735,X524372, ,,1993,250700,1304,10, ,1,0,44601,347190.973255,581422.757678,1,1990 to 1994,2783726.0
93110736,X524307, ,,1993,290700,2200,9, ,0,0,38567,350790.973255,577522.757678,1,1990 to 1994,2783726.0
93110737,X524794, ,,1993,460400,1107,1, ,1,0,18152,364140.973255,564322.757678,1,1990 to 1994,2783726.0
93110738,X520952, ,,1993,680900,1101,1, ,1,0,23234,357540.973255,567622.757678,1,1990 to 1994,2783726.0
93110739,X522182, ,,1993,280500,1506,3, ,1,0,41618,354090.973255,579472.757678,1,1990 to 1994,2783726.0
93110740,X525495, ,,1993,260400,2100,9, ,1,0,41355,349590.973255,579322.757678,1,1990 to 1994,2783726.0
93110741,X527299, ,,1993,281600,1501,1, ,1,0,41160,355290.973255,579172.757678,1,1990 to 1994,2783726.0
93110742,X526136, ,,1993,540100,2100,9, ,0,0,3922,361590.973255,555172.757678,1,1990 to 1994,2783726.0
93110743,X526280, ,,1993,400500,1101,1, ,0,0,25573,358890.973255,569122.757678,1,1990 to 1994,2783726.0
93110744,X526458, ,,1993,140700,1101,1, ,0,1,54881,351390.973255,588022.757678,1,1990 to 1994,2783726.0
93110745,X526458, ,,1993,140700,1101,1, ,0,0,54881,351390.973255,588022.757678,1,1990 to 1994,2783726.0
93110747,X527705, ,,1993,310600,1202,5, ,1,0,36973,356340.973255,576472.757678,1,1990 to 1994,2783726.0
93110748,X527858, ,,1993,612100,2100,9, ,0,0,26027,357090.973255,569422.757678,1,1990 to 1994,2783726.0
93110749,X527889, ,,1993,260800,2100,9, ,0,0,39964,350640.973255,578422.757678,1,1990 to 1994,2783726.0
93110750,X527889, ,,1993,260800,2100,9, ,0,0,39964,350640.973255,578422.757678,1,1990 to 1994,2783726.0
93110751,X528558, ,,1993,260500,2400,7, ,0,0,39723,349440.973255,578272.757678,1,1990 to 1994,2783726.0
93110752,X529760, ,,1993,380900,2100,9, ,0,0,29772,359640.973255,571822.757678,1,1990 to 1994,2783726.0
93110753,X529686, ,,1993,40700,1401,11, ,0,0,56055,352740.973255,588772.757678,1,1990 to 1994,2783726.0
93110754,X529824, ,,1993,230700,2301,10, ,1,0,45089,350490.973255,581722.757678,1,1990 to 1994,2783726.0
93110755,X530903, ,,1993,670800,2300,9, ,0,0,24853,355740.973255,568672.757678,1,1990 to 1994,2783726.0
93110756,X557163, ,,1993,150400,1101,1, ,0,1,55546,346290.973255,588472.757678,1,1990 to 1994,2783726.0
93110757,X532566, ,,1993,191300,1101,1, ,0,1,48088,345990.973255,583672.757678,1,1990 to 1994,2783726.0
93110758,X532843, ,,1993,301600,1101,1, ,0,0,34611,351540.973255,574972.757678,1,1990 to 1994,2783726.0
93110759,X536191, ,,1993,252200,2100,9, ,1,0,40186,348990.973255,578572.757678,1,1990 to 1994,2783726.0
93110760,X536310, ,,1993,730400,2100,9, ,1,0,12511,356790.973255,560722.757678,1,1990 to 1994,2783726.0
93110761,X536493, ,,1993,530300,2100,9, ,0,0,6687,356940.973255,556972.757678,1,1990 to 1994,2783726.0
93110762,X536553, ,,1993,210900,2400,7, ,0,0,50464,352890.973255,585172.757678,1,1990 to 1994,2783726.0
93110763,X536786, ,,1993,710700,1397,11, ,0,0,17868,356490.973255,564172.757678,1,1990 to 1994,2783726.0
93110764,X536749, ,,1993,251400,2100,9, ,1,0,42735,346890.973255,580222.757678,1,1990 to 1994,2783726.0
93110765,X538605, ,,1993,360300,2100,9, ,1,0,31409,360540.973255,572872.757678,1,1990 to 1994,2783726.0
93110766,X538944, ,,1993,10500,1101,1, ,0,0,63063,355440.973255,593272.757678,1,1990 to 1994,2783726.0
93110767,X539906, ,,1993,431300,2306,9, ,0,0,19087,364590.973255,564922.757678,1,1990 to 1994,2783726.0
93110768,X539943, ,,1993,241100,2200,9, ,0,0,45574,353340.973255,582022.757678,1,1990 to 1994,2783726.0
93110769,X526288, ,,1993,283800,3001,4, ,0,0,38603,356190.973255,577522.757678,1,1990 to 1994,2783726.0
93110770,X541123, ,,1993,170500,1107,1, ,1,1,53416,341340.973255,587122.757678,1,1990 to 1994,2783726.0
93110771,X543003, ,,1993,431400,1101,1, ,1,0,20485,364590.973255,565822.757678,1,1990 to 1994,2783726.0
93110772,X544335, ,,1993,681100,2100,9, ,1,0,21597,356640.973255,566572.757678,1,1990 to 1994,2783726.0
93110773,X544470, ,,1993,590300,2200,9, ,0,0,32999,354390.973255,573922.757678,1,1990 to 1994,2783726.0
93110774,X545568, ,,1993,251700,2200,9, ,1,0,42515,348840.973255,580072.757678,1,1990 to 1994,2783726.0
93110775,X546272, ,,1993,680400,2100,9, ,0,0,26026,356940.973255,569422.757678,1,1990 to 1994,2783726.0
93110776,X544786, ,,1993,380600,1504,3, ,0,0,29533,358740.973255,571672.757678,1,1990 to 1994,2783726.0
93110777,X546736, ,,1993,410500,1101,1, ,0,0,27215,360540.973255,570172.757678,1,1990 to 1994,2783726.0
93110778,X543259, ,,1993,291200,1101,1, ,1,0,37874,351690.973255,577072.757678,1,1990 to 1994,2783726.0
93110779,X521268, ,,1993,390300,2100,9, ,1,0,29777,360390.973255,571822.757678,1,1990 to 1994,2783726.0
93110780,X511584, ,,1993,491300,2100,9, ,0,0,7630,358590.973255,557572.757678,1,1990 to 1994,2783726.0
93110781,X553871, ,,1993,290500,2100,9, ,0,0,38573,351690.973255,577522.757678,1,1990 to 1994,2783726.0
93110782,X554075, ,,1993,220800,2300,9, ,0,0,49048,350190.973255,584272.757678,1,1990 to 1994,2783726.0
93110783,X556726, ,,1993,231200,2100,9, ,0,0,43693,350790.973255,580822.757678,1,1990 to 1994,2783726.0
93110784,X522280, ,,1993,260700,2400,7, ,1,0,40194,350190.973255,578572.757678,1,1990 to 1994,2783726.0
93110785,X556856, ,,1993,430500,1101,1, ,1,0,21403,362490.973255,566422.757678,1,1990 to 1994,2783726.0
93110790,X550435, ,,1993,420700,1101,1, ,1,0,23253,360390.973255,567622.757678,1,1990 to 1994,2783726.0
93110827,X523322, ,,1993,611100,1101,1, ,1,0,28118,356190.973255,570772.757678,1,1990 to 1994,2783726.0
93120786,X558649, ,,1993,710400,1107,1, ,1,0,19258,355290.973255,565072.757678,1,1990 to 1994,2783726.0
93120787,X560190, ,,1993,490900,2400,7, ,0,0,11133,359790.973255,559822.757678,1,1990 to 1994,2783726.0
93120788,X560869, ,,1993,520200,2400,7, ,1,0,13041,366390.973255,561022.757678,1,1990 to 1994,2783726.0
93120789,X561761, ,,1993,670900,2100,9, ,0,0,24622,356040.973255,568522.757678,1,1990 to 1994,2783726.0
93120791,X563460, ,,1993,160700,2100,9, ,1,0,53021,351990.973255,586822.757678,1,1990 to 1994,2783726.0
93120792,X565193, ,,1993,440900,2100,9, ,0,0,14401,360690.973255,561922.757678,1,1990 to 1994,2783726.0
93120793,X566212, ,,1993,351100,1501,1, ,1,0,31635,359490.973255,573022.757678,1,1990 to 1994,2783726.0
93120794,X566362, ,,1993,242300,1101,1, ,1,0,44882,354390.973255,581572.757678,1,1990 to 1994,2783726.0
93120795,X544281, ,,1993,691300,2200,9, ,0,0,19983,359190.973255,565522.757678,1,1990 to 1994,2783726.0
93120796,X570240, ,,1993,430100,2400,7, ,0,0,22575,363540.973255,567172.757678,1,1990 to 1994,2783726.0
93120797,X570240, ,,1993,430100,2400,7, ,0,0,22575,363540.973255,567172.757678,1,1990 to 1994,2783726.0
93120798,X570466, ,,1993,480400,1107,1, ,1,0,14421,363690.973255,561922.757678,1,1990 to 1994,2783726.0
93120799,X566418, ,,1993,220700,2100,9, ,1,0,48816,350340.973255,584122.757678,1,1990 to 1994,2783726.0
93120800,X572013, ,,1993,440700,2400,7, ,0,0,16030,360390.973255,562972.757678,1,1990 to 1994,2783726.0
93120801,X573548, ,,1993,282800,1121,1, ,1,1,39520,353940.973255,578122.757678,1,1990 to 1994,2783726.0
93120802,X573832, ,,1993,210300,2100,9, ,1,0,51379,350340.973255,585772.757678,1,1990 to 1994,2783726.0
93120803,X575422, ,,1993,252200,2301,10, ,0,0,39948,348240.973255,578422.757678,1,1990 to 1994,2783726.0
93120804,X576170, ,,1993,310600,2100,9, ,1,0,36971,356040.973255,576472.757678,1,1990 to 1994,2783726.0
93120805,X576796, ,,1993,440800,1304,6, ,1,0,16031,360540.973255,562972.757678,1,1990 to 1994,2783726.0
93120806,X578251, ,,1993,530400,1101,1, ,1,0,5060,357540.973255,555922.757678,1,1990 to 1994,2783726.0
93120807,X578350, ,,1993,491000,2100,9, ,1,0,9031,359040.973255,558472.757678,1,1990 to 1994,2783726.0
93120808,X579610, ,,1993,283900,7001,6, ,1,0,38601,355890.973255,577522.757678,1,1990 to 1994,2783726.0
93120809,X581136, ,,1993,611100,2300,9, ,0,0,27651,356040.973255,570472.757678,1,1990 to 1994,2783726.0
93120810,X581839, ,,1993,310600,1506,3, ,1,0,37438,356190.973255,576772.757678,1,1990 to 1994,2783726.0
93120811,X581474, ,,1993,231300,2100,9, ,1,0,43456,350190.973255,580672.757678,1,1990 to 1994,2783726.0
93120812,X582873, ,,1993,390300,2100,9, ,0,0,29311,360390.973255,571522.757678,1,1990 to 1994,2783726.0
93120813,X583714, ,,1993,71800,1101,1, ,0,0,46297,356940.973255,582472.757678,1,1990 to 1994,2783726.0
93120814,X583135, ,,1993,242000,1101,1, ,0,0,44889,355440.973255,581572.757678,1,1990 to 1994,2783726.0
93120815,X584890, ,,1993,30100,1101,1, ,1,1,60504,356040.973255,591622.757678,1,1990 to 1994,2783726.0
93120816,X585251, ,,1993,710200,1115,3, ,1,0,19504,357240.973255,565222.757678,1,1990 to 1994,2783726.0
93120817,X573690, ,,1993,242000,2100,9, ,1,0,44191,355590.973255,581122.757678,1,1990 to 1994,2783726.0
93120818,X586622, ,,1993,351400,2100,9, ,0,0,31631,358890.973255,573022.757678,1,1990 to 1994,2783726.0
93120819,X587121, ,,1993,700200,2100,9, ,0,0,18531,351090.973255,564622.757678,1,1990 to 1994,2783726.0
93120820,X587128, ,,1993,600400,2400,7, ,0,0,34648,357090.973255,574972.757678,1,1990 to 1994,2783726.0
93120821,X587646, ,,1993,10200,1100,3, ,1,0,64455,354540.973255,594172.757678,1,1990 to 1994,2783726.0
93120822,X588686, ,,1993,670700,2100,9, ,0,0,24618,355440.973255,568522.757678,1,1990 to 1994,2783726.0
93120823,X588818, ,,1993,311100,2400,7, ,1,0,36256,353640.973255,576022.757678,1,1990 to 1994,2783726.0
93120824,X589046, ,,1993,31500,1101,1, ,1,0,56080,356490.973255,588772.757678,1,1990 to 1994,2783726.0
93120825,X589267, ,,1993,30500,1101,1, ,1,0,59566,355140.973255,591022.757678,1,1990 to 1994,2783726.0
93120826,X589365, ,,1993,283200,2100,9, ,1,0,38602,356040.973255,577522.757678,1,1990 to 1994,2783726.0
93120828,X591370, ,,1993,290700,2100,9, ,1,0,38333,350640.973255,577372.757678,1,1990 to 1994,2783726.0
93120829,X593350, ,,1993,431300,2300,9, ,0,0,19083,363990.973255,564922.757678,1,1990 to 1994,2783726.0
93120830,X594723, ,,1993,231500,2100,9, ,0,0,42996,351090.973255,580372.757678,1,1990 to 1994,2783726.0
93120831,X594753, ,,1993,430100,2400,7, ,0,0,21643,363540.973255,566572.757678,1,1990 to 1994,2783726.0
93120832,X595165, ,,1993,440100,1101,1, ,0,0,17198,360840.973255,563722.757678,1,1990 to 1994,2783726.0
93120833,X596723, ,,1993,580500,2200,9, ,0,0,29260,352740.973255,571522.757678,1,1990 to 1994,2783726.0
93120834,X597504, ,,1993,450300,2400,7, ,0,0,16508,362190.973255,563272.757678,1,1990 to 1994,2783726.0
93120835,X597535, ,,1993,170800,1107,1, ,1,0,50631,342990.973255,585322.757678,1,1990 to 1994,2783726.0
93120836,X597535, ,,1993,170800,1107,1, ,1,0,50631,342990.973255,585322.757678,1,1990 to 1994,2783726.0
93120837,X597587, ,,1993,10100,1101,1, ,1,0,65156,354840.973255,594622.757678,1,1990 to 1994,2783726.0
93120838,X598197, ,,1993,222500,1101,1, ,0,0,47199,352440.973255,583072.757678,1,1990 to 1994,2783726.0
93120839,X596376, ,,1993,280700,6999,6, ,0,0,41149,353640.973255,579172.757678,1,1990 to 1994,2783726.0
93120840,X598510, ,,1993,381200,2400,7, ,1,0,28375,359790.973255,570922.757678,1,1990 to 1994,2783726.0
93120841,X598510, ,,1993,381200,2400,7, ,1,0,28375,359790.973255,570922.757678,1,1990 to 1994,2783726.0
93120842,X599385, ,,1993,580900,1101,1, ,0,0,29025,352440.973255,571372.757678,1,1990 to 1994,2783726.0
93120844,X600518, ,,1993,711300,2100,9, ,1,0,15532,355590.973255,562672.757678,1,1990 to 1994,2783726.0
93120845,X600883, ,,1993,730100,2400,7, ,1,0,14849,357990.973255,562222.757678,1,1990 to 1994,2783726.0
93120846,X600830, ,,1993,251200,1101,1, ,0,0,43207,347790.973255,580522.757678,1,1990 to 1994,2783726.0
93120847,X600653, ,,1993,191000,1101,1, ,1,0,47640,348690.973255,583372.757678,1,1990 to 1994,2783726.0
93120848,X601014, ,,1993,280400,2800,10, ,1,0,41856,354840.973255,579622.757678,1,1990 to 1994,2783726.0
93120849,X604739, ,,1993,231100,2400,7, ,1,0,43929,351240.973255,580972.757678,1,1990 to 1994,2783726.0
93120850,X589001, ,,1993,271900,2800,10, ,1,0,39280,352890.973255,577972.757678,1,1990 to 1994,2783726.0
93120852,X581147, ,,1993,30400,1101,1, ,1,0,59330,354690.973255,590872.757678,1,1990 to 1994,2783726.0
93120854,Z350187, ,,1993,440100,1101,1, ,1,0,18363,360840.973255,564472.757678,1,1990 to 1994,2783726.0
94010004,X606288, ,,1993,231500,2100,9, ,0,0,43230,351240.973255,580522.757678,1,1990 to 1994,2783726.0
94010009,X604739, ,,1993,231100,2400,7, ,1,0,43929,351240.973255,580972.757678,1,1990 to 1994,2783726.0
94010019,X606647, ,,1993,190400,1107,1, ,1,0,50416,345690.973255,585172.757678,1,1990 to 1994,2783726.0
94010072,X270006, ,,1993,280800,2100,9, ,0,0,40449,353490.973255,578722.757678,1,1990 to 1994,2783726.0
94010134,Y042568, ,,1993,431000,2700,10, ,1,0,20003,362190.973255,565522.757678,1,1990 to 1994,2783726.0
94030164,X579313, ,,1993,730200,2100,9, ,1,0,14838,356340.973255,562222.757678,1,1990 to 1994,2783726.0
94060492,X492499, ,,1993,460300,2100,9, ,0,0,16522,364290.973255,563272.757678,1,1990 to 1994,2783726.0
94090690,X563660, ,,1993,671200,2300,9, ,1,0,22755,355590.973255,567322.757678,1,1990 to 1994,2783726.0
95010058,X007227, ,,1993,500200,2400,7, ,1,0,9973,360540.973255,559072.757678,1,1990 to 1994,2783726.0
98010189,X591138, ,,1993,440200,2200,9, ,0,0,18356,359790.973255,564472.757678,1,1990 to 1994,2783726.0
99090469,X604087, ,,1993,580600,2200,9, ,0,0,29497,353340.973255,571672.757678,1,1990 to 1994,2783726.0
94010001,Y000346, ,,1994,310600,2200,9, ,1,0,36738,356040.973255,576322.757678,1,1990 to 1994,2731743.0
94010002,Y000438, ,,1994,381700,1501,1, ,1,0,28134,358590.973255,570772.757678,1,1990 to 1994,2731743.0
94010003,Y000379, ,,1994,311000,2100,9, ,1,0,36493,354240.973255,576172.757678,1,1990 to 1994,2731743.0
94010005,Y002301, ,,1994,611800,1397,11, ,0,0,27180,355290.973255,570172.757678,1,1990 to 1994,2731743.0
94010006,Y002571, ,,1994,311300,1101,1, ,1,1,35326,353940.973255,575422.757678,1,1990 to 1994,2731743.0
94010007,Y002633, ,,1994,251100,2200,9, ,1,0,44373,347940.973255,581272.757678,1,1990 to 1994,2731743.0
94010008,Y002900, ,,1994,400200,1506,3, ,0,0,26737,358740.973255,569872.757678,1,1990 to 1994,2731743.0
94010010,Y004187, ,,1994,440400,2902,8, ,1,1,18583,358890.973255,564622.757678,1,1990 to 1994,2731743.0
94010011,Y004345, ,,1994,191100,2600,10, ,1,0,48103,348240.973255,583672.757678,1,1990 to 1994,2731743.0
94010012,Y004651, ,,1994,30500,1101,1, ,1,0,59569,355590.973255,591022.757678,1,1990 to 1994,2731743.0
94010013,Y005209, ,,1994,81500,1109,2, ,1,1,43046,358590.973255,580372.757678,1,1990 to 1994,2731743.0
94010014,Y005359, ,,1994,10700,1101,1, ,1,0,63523,354540.973255,593572.757678,1,1990 to 1994,2731743.0
94010015,Y005838, ,,1994,381000,1101,1, ,1,0,29775,360090.973255,571822.757678,1,1990 to 1994,2731743.0
94010016,Y005782, ,,1994,540100,2100,9, ,1,0,2517,360540.973255,554272.757678,1,1990 to 1994,2731743.0
94010017,Y007356, ,,1994,271000,1397,11, ,0,0,40912,353040.973255,579022.757678,1,1990 to 1994,2731743.0
94010018,Y006667, ,,1994,310600,2700,10, ,0,0,36969,355740.973255,576472.757678,1,1990 to 1994,2731743.0
94010020,Y009094, ,,1994,260700,2100,9, ,0,0,40429,350490.973255,578722.757678,1,1990 to 1994,2731743.0
94010021,Y009558, ,,1994,530400,2200,9, ,0,0,5516,356040.973255,556222.757678,1,1990 to 1994,2731743.0
94010022,Y012213, ,,1994,210600,1101,1, ,1,0,50690,351840.973255,585322.757678,1,1990 to 1994,2731743.0
